video_title,channel,link
Rita Guerra - Tintin Casou,Bartosz Smolarek,https://www.youtube.com/watch?v=Q_9ysj7K9aU&list=LL4qfihPte8I5oE-bua9Px3w&index=162&t=0s
Frankie Knuckles. Ft. Jamie Principle - It's A Cold world,maligno1000,https://www.youtube.com/watch?v=3PuP6lgah_M&list=LL4qfihPte8I5oE-bua9Px3w&index=163&t=0s
Onur Özer - Winter Track,192 uploads,https://www.youtube.com/watch?v=b2hNphKqRhc&list=LL4qfihPte8I5oE-bua9Px3w&index=164&t=0s
Yak - Spore,R&S Records,https://www.youtube.com/watch?v=QNm7hEQIJs4&list=LL4qfihPte8I5oE-bua9Px3w&index=165&t=0s
So Inagawa - Fukushima(original mix),Jim Barreto,https://www.youtube.com/watch?v=BMgf8fpKPWY&list=LL4qfihPte8I5oE-bua9Px3w&index=166&t=0s
E.R.P. - Vox Automaton,Función Binaria,https://www.youtube.com/watch?v=kfaoG3tj-w0&list=LL4qfihPte8I5oE-bua9Px3w&index=167&t=0s
Can - Mother Sky,signeponge,https://www.youtube.com/watch?v=VDBpZdQNp9E&list=LL4qfihPte8I5oE-bua9Px3w&index=168&t=0s
Unknown Artist - Gypsy Woman (Rave Yard Mix),Slav,https://www.youtube.com/watch?v=pKGoNBT5fCY&list=LL4qfihPte8I5oE-bua9Px3w&index=169&t=0s
Youandewan - Thewizzwasfordillysmissus [AUS131],CMYK,https://www.youtube.com/watch?v=B3lneo51OfI&list=LL4qfihPte8I5oE-bua9Px3w&index=170&t=0s
Frankie Lazz - Desert Storm [ANTAM002],CMYK,https://www.youtube.com/watch?v=vRNF0Ek54RY&list=LL4qfihPte8I5oE-bua9Px3w&index=171&t=0s
Omar - Phiture [SURLTD02],Since 1994,https://www.youtube.com/watch?v=_a45kmIASog&list=LL4qfihPte8I5oE-bua9Px3w&index=172&t=0s
"DJ Duke - Can You Feel It (Carnival Mix) [Power Music Trax, 1993]",DeepDown,https://www.youtube.com/watch?v=-Mr1fniJegQ&list=LL4qfihPte8I5oE-bua9Px3w&index=173&t=0s
DMX Krew - Shell Game,kebabkillaz,https://www.youtube.com/watch?v=ISNHoK3R_00&list=LL4qfihPte8I5oE-bua9Px3w&index=174&t=0s
Claudio Coccoluto - One Love,Giandonato Cochetti,https://www.youtube.com/watch?v=3Ws257tjIRo&list=LL4qfihPte8I5oE-bua9Px3w&index=175&t=0s
Unknown Artist - A1 [JOKER001],CMIXCCCIII,https://www.youtube.com/watch?v=0Gewd7tfzJs&list=LL4qfihPte8I5oE-bua9Px3w&index=176&t=0s
"Oliver Cheatham, Get Down Saturday Night (Funk 1983) Full HD !",Filippo Polito,https://www.youtube.com/watch?v=uUqcBwQjj4k&list=LL4qfihPte8I5oE-bua9Px3w&index=177&t=0s
Dr Octagon - Blue Flowers (Photek Mix),Mickeybeam01,https://www.youtube.com/watch?v=IHNWt57Gklg&list=LL4qfihPte8I5oE-bua9Px3w&index=178&t=0s
Oden & Fatzo - Miaou [SR001],VNRD,https://www.youtube.com/watch?v=3cdlTHjXAXU&list=LL4qfihPte8I5oE-bua9Px3w&index=179&t=0s
Charonne - Formule Stardust [Imprints 014],Since 1994,https://www.youtube.com/watch?v=zu2tqRg0hWo&list=LL4qfihPte8I5oE-bua9Px3w&index=180&t=0s
Dave Monolith - Farewell Frenchman,BATalsdrTribute,https://www.youtube.com/watch?v=MmnHHJEbsJU&list=LL4qfihPte8I5oE-bua9Px3w&index=181&t=0s
Computer Data - Healing,EELF,https://www.youtube.com/watch?v=WEx7ZlF2FGc&list=LL4qfihPte8I5oE-bua9Px3w&index=182&t=0s
Tv Talk,Like a Tim - Topic,https://www.youtube.com/watch?v=KtvCjUIikag&list=LL4qfihPte8I5oE-bua9Px3w&index=183&t=0s
Speedy J - Flashback,Racer X,https://www.youtube.com/watch?v=8o9IMdJ4D84&list=LL4qfihPte8I5oE-bua9Px3w&index=184&t=0s
GLENN UNDERGROUND - Change Things,Mania Vinyl,https://www.youtube.com/watch?v=sFdDAVqb0Jk&list=LL4qfihPte8I5oE-bua9Px3w&index=185&t=0s
Ivan Iacobucci - Logic Solution [Perlon – PERL121],Do Funkk,https://www.youtube.com/watch?v=pJjXIgY1HAw&list=LL4qfihPte8I5oE-bua9Px3w&index=186&t=0s
Antonelli Electr. – Disco Volante,Alexandre Paris,https://www.youtube.com/watch?v=1F8kN90MCx8&list=LL4qfihPte8I5oE-bua9Px3w&index=187&t=0s
Mihai Popoviciu - The Point,stefcipher,https://www.youtube.com/watch?v=XVdmB4we8B8&list=LL4qfihPte8I5oE-bua9Px3w&index=188&t=0s
I Don't Understand (Original Mix),Rework - Topic,https://www.youtube.com/watch?v=1uLSMjTXTE0&list=LL4qfihPte8I5oE-bua9Px3w&index=189&t=0s
Deeper Cut - Feel It (Compact Mix),Reel Long Overdub,https://www.youtube.com/watch?v=_u1SKiejps4&list=LL4qfihPte8I5oE-bua9Px3w&index=190&t=0s
Incentive - You (Queen Version) [TRANCE 5001],VNRD,https://www.youtube.com/watch?v=dKeaL6ZQnGU&list=LL4qfihPte8I5oE-bua9Px3w&index=191&t=0s
[PREMIERE] Casablanca Vice - Kosh | Casa Voyager [2018],some uncertain sir,https://www.youtube.com/watch?v=L9NagybY5x4&list=LL4qfihPte8I5oE-bua9Px3w&index=192&t=0s
Domenico Rosa - Outro [IMPRINTS013],CMYK,https://www.youtube.com/watch?v=CMH8jr8I4zw&list=LL4qfihPte8I5oE-bua9Px3w&index=193&t=0s
Nemo Vachez - Time Trial [ZORA004],Since 1994,https://www.youtube.com/watch?v=MjN9sJmWGZQ&list=LL4qfihPte8I5oE-bua9Px3w&index=194&t=0s
Taxi Doc - 808 sdl [BR004],CMYK,https://www.youtube.com/watch?v=siyx_IUEpok&list=LL4qfihPte8I5oE-bua9Px3w&index=195&t=0s
Charonne - Midnight Fluid [ANTAM003],CMYK,https://www.youtube.com/watch?v=IBzlcGZHmpI&list=LL4qfihPte8I5oE-bua9Px3w&index=196&t=0s
Charonne - Vice City [Imprints 014],Since 1994,https://www.youtube.com/watch?v=1_cEdLt5cKM&list=LL4qfihPte8I5oE-bua9Px3w&index=197&t=0s
Mera - Carl's Delusion,Sakiz,https://www.youtube.com/watch?v=p9odohTqAjA&list=LL4qfihPte8I5oE-bua9Px3w&index=198&t=0s
Richard H. Kirk - Freezone,Warp Records,https://www.youtube.com/watch?v=CLd4GryYrQs&list=LL4qfihPte8I5oE-bua9Px3w&index=199&t=0s
nthng - Turn To Gaia [125DSR],Acidalia,https://www.youtube.com/watch?v=QiJBBdWHlyo&list=LL4qfihPte8I5oE-bua9Px3w&index=200&t=0s
DJ Chupacabra - Lopez [CARPET/STEPS01],VNRD,https://www.youtube.com/watch?v=A29M1tly_r8&list=LL4qfihPte8I5oE-bua9Px3w&index=201&t=0s
Getchobitch,DJ Godfather - Topic,https://www.youtube.com/watch?v=5qk-YT3l9NY&list=LL4qfihPte8I5oE-bua9Px3w&index=202&t=0s
Six Foe - Seasons,KGB070272,https://www.youtube.com/watch?v=jWLaHF69S5Y&list=LL4qfihPte8I5oE-bua9Px3w&index=203&t=0s
DJ Godfather & Starski - Moments,pano9000,https://www.youtube.com/watch?v=zQSxZsPBpGM&list=LL4qfihPte8I5oE-bua9Px3w&index=204&t=0s
DJ Godfather - It's Yo Birthday,[ MXQ ],https://www.youtube.com/watch?v=UavjgemiOxg&list=LL4qfihPte8I5oE-bua9Px3w&index=205&t=0s
DJ Godfather & Dj Starski - Let's Go,Cracramon,https://www.youtube.com/watch?v=J7Ga9V7yK8w&list=LL4qfihPte8I5oE-bua9Px3w&index=206&t=0s
Dj Godfather & Starski - Ready To Go,Crobot Muzik,https://www.youtube.com/watch?v=2C4AIMeV_TY&list=LL4qfihPte8I5oE-bua9Px3w&index=207&t=0s
N-TER - Detroit / Detroit EP / Databass Records,Crobot Muzik,https://www.youtube.com/watch?v=pKOY1f7Hae8&list=LL4qfihPte8I5oE-bua9Px3w&index=208&t=0s
DJ Godfather - See U No Mo (Databass Records),MrChemicalone,https://www.youtube.com/watch?v=XCf0hk4ohuU&list=LL4qfihPte8I5oE-bua9Px3w&index=209&t=0s
Bitch Ass Darius - Ride,eeeeeeas,https://www.youtube.com/watch?v=tntvl5XtXhw&list=LL4qfihPte8I5oE-bua9Px3w&index=210&t=0s
Kettel & Secede - Fullmoon,Electronic Gems,https://www.youtube.com/watch?v=SneLTXPiZFc&list=LL4qfihPte8I5oE-bua9Px3w&index=211&t=0s
London Modular Alliance - Same Repeating Cycles [International Black],VSVN,https://www.youtube.com/watch?v=yk1e2YFtqHU&list=LL4qfihPte8I5oE-bua9Px3w&index=212&t=0s
Patrick Conway - Nanotubes [Art-E-Fax],VSVN,https://www.youtube.com/watch?v=bkAlEHOk30Q&list=LL4qfihPte8I5oE-bua9Px3w&index=213&t=0s
Violet - Abyss [Naive],VSVN,https://www.youtube.com/watch?v=ewTgme50kaM&list=LL4qfihPte8I5oE-bua9Px3w&index=214&t=0s
PREMIERE: Violet - Togetherness (Bleid Remix)[Naive],Ransom Note,https://www.youtube.com/watch?v=Qe4zwHS1Hq8&list=LL4qfihPte8I5oE-bua9Px3w&index=215&t=0s
тпсб - Are You Still Hurt,Miran Belhanafi,https://www.youtube.com/watch?v=mz9i7w7-W48&list=LL4qfihPte8I5oE-bua9Px3w&index=216&t=0s
Steve -- (You Need) To Believe,ballacid,https://www.youtube.com/watch?v=S1vxvZ1_KPc&list=LL4qfihPte8I5oE-bua9Px3w&index=217&t=0s
DJ Seduction - Higher Now,ThePriestDude,https://www.youtube.com/watch?v=xXJCGFF5oWc&list=LL4qfihPte8I5oE-bua9Px3w&index=218&t=0s
DJ BORING - Sunday Avenue,SobolevSpace,https://www.youtube.com/watch?v=cjTdgb0zPuc&list=LL4qfihPte8I5oE-bua9Px3w&index=219&t=0s
"Matthieu Faubourg - Please, Stay",Slavv,https://www.youtube.com/watch?v=BdVlfpPAqyk&list=LL4qfihPte8I5oE-bua9Px3w&index=220&t=0s
Taraval - Basketball Cookie,7296272962,https://www.youtube.com/watch?v=Ny-Je1LuuOM&list=LL4qfihPte8I5oE-bua9Px3w&index=221&t=0s
Taraval - Aardvark,7296272962,https://www.youtube.com/watch?v=nQElTX9vEX4&list=LL4qfihPte8I5oE-bua9Px3w&index=222&t=0s
Skinshape - I Didn't Know,David Dean Burkhart,https://www.youtube.com/watch?v=CnD8g_7_-bY&list=LL4qfihPte8I5oE-bua9Px3w&index=223&t=0s
Theo Parrish - Love Is War For Miles,Persona Ξ,https://www.youtube.com/watch?v=8OXnv3NDCX4&list=LL4qfihPte8I5oE-bua9Px3w&index=224&t=0s
[Deleted video],,https://www.youtube.com/watch?v=sqFmr6kg9ag&list=LL4qfihPte8I5oE-bua9Px3w&index=225
Underground Resistance - Electronic Warfare (original mix),Cybermano Clubber,https://www.youtube.com/watch?v=ensUsbpg85s&list=LL4qfihPte8I5oE-bua9Px3w&index=226&t=0s
surgeon - krautrock,intecnique,https://www.youtube.com/watch?v=oXSP1zR4FsY&list=LL4qfihPte8I5oE-bua9Px3w&index=227&t=0s
214 -- Pattern Rotate,ballacid,https://www.youtube.com/watch?v=0aUsyuHOMng&list=LL4qfihPte8I5oE-bua9Px3w&index=228&t=0s
DeepChord - dc14 - Side B,lazygonzales,https://www.youtube.com/watch?v=skCcgSzvHs0&list=LL4qfihPte8I5oE-bua9Px3w&index=229&t=0s
[Deleted video],,https://www.youtube.com/watch?v=53KCaRTGh9k&list=LL4qfihPte8I5oE-bua9Px3w&index=230
214 -- Snow Banks,ballacid,https://www.youtube.com/watch?v=Vvl_qJU2Io8&list=LL4qfihPte8I5oE-bua9Px3w&index=231&t=0s
BRYZ - Emotion (Original Mix),Blank & Red,https://www.youtube.com/watch?v=gurUFyb1dys&list=LL4qfihPte8I5oE-bua9Px3w&index=232&t=0s
Rhythm & Sound - Carrier,reshaping channel,https://www.youtube.com/watch?v=iQP7z_FN2us&list=LL4qfihPte8I5oE-bua9Px3w&index=233&t=0s
A$AP Rocky - Multiply (Explicit) ft. Juicy J,ASAPROCKYUPTOWN,https://www.youtube.com/watch?v=87flGMBTl10&list=LL4qfihPte8I5oE-bua9Px3w&index=234&t=0s
Silent Hill - Tears Of... - Akira Yamaoka - *OFFICIAL FULL SONG!* - OST,stanstan7,https://www.youtube.com/watch?v=1_GwYFSE2Fo&list=LL4qfihPte8I5oE-bua9Px3w&index=235&t=0s
Easy Tempo - cut selection 1 - 10 [ italian film sound 70´s,Rescate 137,https://www.youtube.com/watch?v=-JSUwws0OSk&list=LL4qfihPte8I5oE-bua9Px3w&index=236&t=0s
Mik Poynter - Cygnus Loop [Ugly Music – FF 001],Do Funkk,https://www.youtube.com/watch?v=LnrmRU8_0QI&list=LL4qfihPte8I5oE-bua9Px3w&index=237&t=0s
Erotek - I Shall Tek Thee (Metroplex M-031),stinkworx,https://www.youtube.com/watch?v=-S9zlfbdBjY&list=LL4qfihPte8I5oE-bua9Px3w&index=238&t=0s
Wide Boys - Stand & Deliver,SocialCirclesMusic,https://www.youtube.com/watch?v=k1acMyPU9eA&list=LL4qfihPte8I5oE-bua9Px3w&index=239&t=0s
Cignol - With You,Alex Dover,https://www.youtube.com/watch?v=Q4bEudo88Bs&list=LL4qfihPte8I5oE-bua9Px3w&index=240&t=0s
No Moon - Where Do We Go From Here?,callmeapineapple,https://www.youtube.com/watch?v=GAz4Nlj9p0A&list=LL4qfihPte8I5oE-bua9Px3w&index=241&t=0s
A.CHAL - To the Light (Official Video),A. CHAL,https://www.youtube.com/watch?v=MtPOWMH8mCA&list=LL4qfihPte8I5oE-bua9Px3w&index=242&t=0s
Claire Laffut - Vérité,David Dean Burkhart,https://www.youtube.com/watch?v=u3DYj6krFwc&list=LL4qfihPte8I5oE-bua9Px3w&index=243&t=0s
Hiroshi Yoshimura - Something Blue.,TheHahadoctor,https://www.youtube.com/watch?v=YOevVCHWV90&list=LL4qfihPte8I5oE-bua9Px3w&index=244&t=0s
OuiOui - Vandal (Clarkent Remix),panos Maikanths,https://www.youtube.com/watch?v=ijB2r3Job-o&list=LL4qfihPte8I5oE-bua9Px3w&index=245&t=0s
Matthias - Slayers Revenge [Suplu & Discarded X],divisi discs,https://www.youtube.com/watch?v=-ofH_3iH61I&list=LL4qfihPte8I5oE-bua9Px3w&index=246&t=0s
Rolando Simmons -- Montignac,ballacid,https://www.youtube.com/watch?v=MT1rqxQJ-Z0&list=LL4qfihPte8I5oE-bua9Px3w&index=247&t=0s
"1-800 GIRLS - U, Me and Madonna (Sundown Edit)",hurfyd,https://www.youtube.com/watch?v=m4coAIfe3X0&list=LL4qfihPte8I5oE-bua9Px3w&index=248&t=0s
Alain Bellaïche - Sea Fluorescent,Doncamatic,https://www.youtube.com/watch?v=CcJk7CrZaX8&list=LL4qfihPte8I5oE-bua9Px3w&index=249&t=0s
Photek - Modus Operandi,Konectt,https://www.youtube.com/watch?v=zyL-jS5L4BM&list=LL4qfihPte8I5oE-bua9Px3w&index=250&t=0s
Photek-Minotaur (1997) HD,Vws Vas,https://www.youtube.com/watch?v=V_f93OaX_VA&list=LL4qfihPte8I5oE-bua9Px3w&index=251&t=0s
Photek - Glamourama,WorldTvSimon,https://www.youtube.com/watch?v=JinV1FRcxBI&list=LL4qfihPte8I5oE-bua9Px3w&index=252&t=0s
Photek - ni ten ichi ryu,lisamaat,https://www.youtube.com/watch?v=9qJKxaWb0_A&list=LL4qfihPte8I5oE-bua9Px3w&index=253&t=0s
Basic Channel - Octaedre,mambule2,https://www.youtube.com/watch?v=boVIMXaAqk8&list=LL4qfihPte8I5oE-bua9Px3w&index=254&t=0s
Louie Austen - Hoping (Herbert's High Dub),Rita Silva,https://www.youtube.com/watch?v=kA4Z5QulE5U&list=LL4qfihPte8I5oE-bua9Px3w&index=255&t=0s
DJ Orange Julius - Penetrate Dem Gutz,Le Musicologue,https://www.youtube.com/watch?v=KwP3S818rmM&list=LL4qfihPte8I5oE-bua9Px3w&index=256&t=0s
Skinshape - I won't be there,Paolo M,https://www.youtube.com/watch?v=W_O631C-LF0&list=LL4qfihPte8I5oE-bua9Px3w&index=257&t=0s
Blue Gas - Shadows From Nowhere,Diana McNally,https://www.youtube.com/watch?v=HXjSukyeptA&list=LL4qfihPte8I5oE-bua9Px3w&index=258&t=0s
"saada bonaire - more women, 1984",Listen To This!,https://www.youtube.com/watch?v=ciKTL9oKZrg&list=LL4qfihPte8I5oE-bua9Px3w&index=259&t=0s
Venetian Snares - Dollmaker,PhantomAudio83,https://www.youtube.com/watch?v=4h3i6ZBxOOs&list=LL4qfihPte8I5oE-bua9Px3w&index=260&t=0s
Niki Istrefi - Chambers [EUROMANTIC001],HATE,https://www.youtube.com/watch?v=69QeR284xd0&list=LL4qfihPte8I5oE-bua9Px3w&index=261&t=0s
Aphex Twin vs Luke Vibert @ 626 01.12.03,erwinorb,https://www.youtube.com/watch?v=yhg-UMvqeTo&list=LL4qfihPte8I5oE-bua9Px3w&index=262&t=0s
p1nkf1re - 2 - 6,kebabkillaz,https://www.youtube.com/watch?v=ZV1qXHfOt6Y&list=LL4qfihPte8I5oE-bua9Px3w&index=263&t=0s
Ape Escape - Cryptic Relics,NinjaGuitarist,https://www.youtube.com/watch?v=WF7PnrGYFiA&list=LL4qfihPte8I5oE-bua9Px3w&index=264&t=0s
splittercore mega mix 2 (by hardstyle bro.),B4tm4n,https://www.youtube.com/watch?v=E1jtfIoNI04&list=LL4qfihPte8I5oE-bua9Px3w&index=265&t=0s
[Luke Vibert] Majacid,MT,https://www.youtube.com/watch?v=NXeae8kcJGE&list=LL4qfihPte8I5oE-bua9Px3w&index=266&t=0s
alyona alyona - Залишаю свій дім,alyona alyona,https://www.youtube.com/watch?v=RUx6JnDSNdc&list=LL4qfihPte8I5oE-bua9Px3w&index=267&t=0s
Jensen Interceptor & Assembler Code - Natural Control [Private Persons],Inverted Audio,https://www.youtube.com/watch?v=G0CGDl5-fJk&list=LL4qfihPte8I5oE-bua9Px3w&index=268&t=0s
JENSEN INTERCEPTOR & ASSEMBLER CODE — PIPE,PRIVATE PERSONS,https://www.youtube.com/watch?v=rVTOxwSnq7Q&list=LL4qfihPte8I5oE-bua9Px3w&index=269&t=0s
HVL - Enigma [Moon Halo],underground.elecktronics,https://www.youtube.com/watch?v=of_F-Nhpvm8&list=LL4qfihPte8I5oE-bua9Px3w&index=270&t=0s
Computer-Aided Poetic Funk / Erotek / E:\ectro-bytes.exe [2001],The Proud Mistress,https://www.youtube.com/watch?v=XNeYdY52rZ8&list=LL4qfihPte8I5oE-bua9Px3w&index=271&t=0s
Erotek - MakeU.Com,Jurriaan Terpstra,https://www.youtube.com/watch?v=U-y3qTOLCiI&list=LL4qfihPte8I5oE-bua9Px3w&index=272&t=0s
p1nkf1re - '.data1' - outer core,Aahs Video,https://www.youtube.com/watch?v=TBdDTbAYPNg&list=LL4qfihPte8I5oE-bua9Px3w&index=273&t=0s
Shinra - Orbit ( Orbit 2017 ) Not on label ( Shinra Self-released ),Simon René Thomassen,https://www.youtube.com/watch?v=X0Vl94ESsoA&list=LL4qfihPte8I5oE-bua9Px3w&index=274&t=0s
Shinra – Cosiin (2016),AnalogicalForce,https://www.youtube.com/watch?v=4QxLaQSa4JY&list=LL4qfihPte8I5oE-bua9Px3w&index=275&t=0s
Minimono - Goblin,Houseum,https://www.youtube.com/watch?v=0KaKyABPvzA&list=LL4qfihPte8I5oE-bua9Px3w&index=276&t=0s
eel -- Salt River Diver,ballacid,https://www.youtube.com/watch?v=lqL_0EFzrvQ&list=LL4qfihPte8I5oE-bua9Px3w&index=277&t=0s
Andrés Zacco - Drum In,ILIAN TAPE,https://www.youtube.com/watch?v=jqLwG72OHrk&list=LL4qfihPte8I5oE-bua9Px3w&index=278&t=0s
Aquarian - Hydropulse,Beska DreamSaiuZ,https://www.youtube.com/watch?v=p4PBjyY9ofM&list=LL4qfihPte8I5oE-bua9Px3w&index=279&t=0s
BFC - Chicken Noodle Soup,KarelKraak,https://www.youtube.com/watch?v=GKVJmcDbH2A&list=LL4qfihPte8I5oE-bua9Px3w&index=280&t=0s
Galcher Lustwerk - What U Want Me To Do (White Material Records),Lustwerk Music,https://www.youtube.com/watch?v=swYJe40PbIA&list=LL4qfihPte8I5oE-bua9Px3w&index=281&t=0s
Chris Page - Corpus Delicti (Blawan remix),7296272962,https://www.youtube.com/watch?v=QIdghnFXaAY&list=LL4qfihPte8I5oE-bua9Px3w&index=282&t=0s
Disco Halal - Yasadim (Mehmet Aslan Edit),Kikor,https://www.youtube.com/watch?v=C-PrPtS6fy4&list=LL4qfihPte8I5oE-bua9Px3w&index=283&t=0s
Luke Vibert Spiral Staircase [Future Music Competition] [AFX Remix],T. ZHF,https://www.youtube.com/watch?v=ZNx7kxtVdQI&list=LL4qfihPte8I5oE-bua9Px3w&index=284&t=0s
Saint Pablo,Kanye West,https://www.youtube.com/watch?v=w9rzz4pDFwA&list=LL4qfihPte8I5oE-bua9Px3w&index=285&t=0s
Léonie Pernet- Auaati (Acid Arab Remix),Panos chr MrLsin,https://www.youtube.com/watch?v=LJRUoiLhDA8&list=LL4qfihPte8I5oE-bua9Px3w&index=286&t=0s
VLR - Basic Channels,reArtemys,https://www.youtube.com/watch?v=rhGwsgF8jF0&list=LL4qfihPte8I5oE-bua9Px3w&index=287&t=0s
"Yu Su ft. Michelle Helene Mackenzie - Little Birds, Moonbath",Music From Memory,https://www.youtube.com/watch?v=qk199wg70G4&list=LL4qfihPte8I5oE-bua9Px3w&index=288&t=0s
Basic Channel - Phylyps Trak II/I,mambule2,https://www.youtube.com/watch?v=VXgCWrP1xE0&list=LL4qfihPte8I5oE-bua9Px3w&index=289&t=0s
Maurizio - M-4.5 (side a),tresor1972,https://www.youtube.com/watch?v=eL6Ry4Oru0s&list=LL4qfihPte8I5oE-bua9Px3w&index=290&t=0s
Tony Allen - Ole(A Remix by Moritz von Oswald),thatsNotmyNameA,https://www.youtube.com/watch?v=TIKktsl0deY&list=LL4qfihPte8I5oE-bua9Px3w&index=291&t=0s
Moritz von Oswald - Watamu Beach Rework,reshaping channel,https://www.youtube.com/watch?v=cQ3t0ZbFaGw&list=LL4qfihPte8I5oE-bua9Px3w&index=292&t=0s
fugue - contrapoint (1994),bunzzz,https://www.youtube.com/watch?v=NrXZixFXucU&list=LL4qfihPte8I5oE-bua9Px3w&index=293&t=0s
RX-101 - 101 Reasons,user011817,https://www.youtube.com/watch?v=U_7Y3jUpurE&list=LL4qfihPte8I5oE-bua9Px3w&index=294&t=0s
Autechre - Cipater [HD],Anon1696,https://www.youtube.com/watch?v=f7RqusSKiQE&list=LL4qfihPte8I5oE-bua9Px3w&index=295&t=0s
"Pure Science - Say It [Pure Science Communications, 1999]",DeepDown,https://www.youtube.com/watch?v=iJnVcOR86jM&list=LL4qfihPte8I5oE-bua9Px3w&index=296&t=0s
Interplanetary Criminal - Get Money (Full Album 2018),Underrated Albums,https://www.youtube.com/watch?v=sn216XWJN-w&list=LL4qfihPte8I5oE-bua9Px3w&index=297&t=0s
Mister T. - Black Drop (Full Album 2018),Underrated Albums,https://www.youtube.com/watch?v=iIrNLqqSCJc&list=LL4qfihPte8I5oE-bua9Px3w&index=298&t=0s
RX-101 -- Themis,ballacid,https://www.youtube.com/watch?v=pNxrR-344gA&list=LL4qfihPte8I5oE-bua9Px3w&index=299&t=0s
Schacke - Automated Lover,Kulør Co,https://www.youtube.com/watch?v=n3WcBKMPMZw&list=LL4qfihPte8I5oE-bua9Px3w&index=300&t=0s
IBON - No Sleep,Kulør Co,https://www.youtube.com/watch?v=nSeoJGWgV98&list=LL4qfihPte8I5oE-bua9Px3w&index=301&t=0s
Darren Price- Lose No Time,Af Ex,https://www.youtube.com/watch?v=C4WLdHjlGqI&list=LL4qfihPte8I5oE-bua9Px3w&index=302&t=0s
Aurora Borealis - Raz,raffi3o3,https://www.youtube.com/watch?v=SkSX1TGpX3U&list=LL4qfihPte8I5oE-bua9Px3w&index=303&t=0s
HVL - Flats,Underground Lessons,https://www.youtube.com/watch?v=H86pWQL2mHw&list=LL4qfihPte8I5oE-bua9Px3w&index=304&t=0s
Binary Digit -- Full Bucket Experiment,ballacid,https://www.youtube.com/watch?v=0RvtyhL4yhQ&list=LL4qfihPte8I5oE-bua9Px3w&index=305&t=0s
"Malihini - Hopefully, Again (Official Video)",Memphis Industries,https://www.youtube.com/watch?v=kIe7kOed8Jc&list=LL4qfihPte8I5oE-bua9Px3w&index=306&t=0s
Paolo Conte - Sparring Partner,gr3gintheplace,https://www.youtube.com/watch?v=iY1IM0Hsf5Q&list=LL4qfihPte8I5oE-bua9Px3w&index=307&t=0s
Niels Van Gogh - Doppelganger (Original Mix),Frenck Le Voyage,https://www.youtube.com/watch?v=cZjAnncVJbs&list=LL4qfihPte8I5oE-bua9Px3w&index=308&t=0s
Aldus Haza - Hellwards,Moon Records Spain,https://www.youtube.com/watch?v=95Xbpec3TSA&list=LL4qfihPte8I5oE-bua9Px3w&index=309&t=0s
Trinity - Overnight.,Moon Records Spain,https://www.youtube.com/watch?v=s0FaeSZkzKA&list=LL4qfihPte8I5oE-bua9Px3w&index=310&t=0s
[Deleted video],,https://www.youtube.com/watch?v=PDLa8Wvg4hw&list=LL4qfihPte8I5oE-bua9Px3w&index=311
Donnie & Joe Emerson - Baby,blancxnoir,https://www.youtube.com/watch?v=ONIJXHvoynw&list=LL4qfihPte8I5oE-bua9Px3w&index=312&t=0s
Begin Says - Lenine Said,szatowski,https://www.youtube.com/watch?v=VtFFZRGtsNA&list=LL4qfihPte8I5oE-bua9Px3w&index=313&t=0s
Ben Buitendijk - Promised Land,CMYK,https://www.youtube.com/watch?v=aiAyUHKIwi0&list=LL4qfihPte8I5oE-bua9Px3w&index=314&t=0s
Gallegos - England Is A Bitch BP008 (Banoffee Pies Records),Banoffee Pies Records,https://www.youtube.com/watch?v=hzTh1LJDxEs&list=LL4qfihPte8I5oE-bua9Px3w&index=315&t=0s
El-B - El-Brand (Vocal Mix),hurfyd,https://www.youtube.com/watch?v=lZ3KM5E8wl8&list=LL4qfihPte8I5oE-bua9Px3w&index=316&t=0s
Brandy - Angel (X-Men Vocal Mix),TheCunce,https://www.youtube.com/watch?v=dG_alVb-gJs&list=LL4qfihPte8I5oE-bua9Px3w&index=317&t=0s
Kyle Hall - Down!,adwatson6,https://www.youtube.com/watch?v=5JFQQnW_B5w&list=LL4qfihPte8I5oE-bua9Px3w&index=318&t=0s
Theo Parrish - Soul Control,lostinsotchi,https://www.youtube.com/watch?v=ixKSHqMFKj0&list=LL4qfihPte8I5oE-bua9Px3w&index=319&t=0s
Zomby - Digital Fauna HD,MrsGiardia,https://www.youtube.com/watch?v=Ua2WdkqlCQU&list=LL4qfihPte8I5oE-bua9Px3w&index=320&t=0s
Zomby/Reark - Natalia's Song,TheMitabiciclista,https://www.youtube.com/watch?v=tiyxPeuBf0M&list=LL4qfihPte8I5oE-bua9Px3w&index=321&t=0s
OUSHE - Hyper Logic - Unknown To The Unknown,Unknown To The Unknown,https://www.youtube.com/watch?v=QmhwfTmZE84&list=LL4qfihPte8I5oE-bua9Px3w&index=322&t=0s
04 Maelstrom - Lost Echoes (feat. Djedjotronic) [Central Processing Unit],CPU Records,https://www.youtube.com/watch?v=ffmapb1FB4U&list=LL4qfihPte8I5oE-bua9Px3w&index=323&t=0s
Tito Fuego ft. Alexis Blair Penney - All My Love To The Planet,Allergy Season,https://www.youtube.com/watch?v=LXh_2z7gq9c&list=LL4qfihPte8I5oE-bua9Px3w&index=324&t=0s
Don Carlos - Alone (Flute House) 1991,outy1978,https://www.youtube.com/watch?v=Yf0ziIkZ6rI&list=LL4qfihPte8I5oE-bua9Px3w&index=325&t=0s
